	val_loss	loss	lr
58	46588.60056678922	46390.81883169935	0.0010000000474974513
59	47186.15916053922	46337.26406760621	0.0010000000474974513
60	46487.48828125	46254.17271752451	0.0005000000237487257
61	46404.706571691175	45962.918632557186	0.0005000000237487257
62	46373.12206392974	45880.26409313725	0.0005000000237487257
63	46363.12362132353	45841.06472120098	0.0005000000237487257
64	46343.55055147059	45796.556832107846	0.0005000000237487257
65	46332.332541870914	45778.23304738562	0.0005000000237487257
66	46320.58195465686	45767.20570363562	0.0005000000237487257
67	46295.22732843137	45734.89174836601	0.0005000000237487257
68	46294.50929330065	45711.82102736928	0.0005000000237487257
69	46291.77969260621	45686.71226511438	0.0005000000237487257
70	46283.11190257353	45657.555147058825	0.0005000000237487257
71	46279.12819138072	45627.342447916664	0.0005000000237487257
72	46277.526475694445	45607.51720792484	0.0005000000237487257
73	46278.70856311275	45588.53306270425	0.0005000000237487257
74	46287.2686376634	45551.08826082516	0.0005000000237487257
75	46270.52632250817	45547.25056168301	0.0005000000237487257
76	46246.3359375	45510.64264195262	0.0005000000237487257
77	46294.29493464052	45482.996680964054	0.0005000000237487257
78	46237.01291870915	45471.74862132353	0.0005000000237487257
79	46232.06592116013	45433.865400326795	0.0005000000237487257
80	46211.801291870914	45412.24714052288	0.0005000000237487257
81	46284.942708333336	45412.42654718137	0.0005000000237487257
82	46211.79787071078	45412.00845077614	0.0005000000237487257
83	46203.69296364379	45373.79960682189	0.0005000000237487257
84	46178.099366830065	45330.194648692814	0.0005000000237487257
85	46177.08310355392	45296.09400531046	0.0005000000237487257
86	46167.19487847222	45273.00939542484	0.0005000000237487257
87	46144.42312602124	45267.482536764706	0.0005000000237487257
88	46130.67396854575	45218.99596609477	0.0005000000237487257
89	46132.10534109477	45208.41299019608	0.0005000000237487257
90	46129.897697099674	45177.621680964054	0.0005000000237487257
91	46121.22446895425	45162.3647875817	0.0005000000237487257
92	46111.60715379902	45132.464818218956	0.0005000000237487257
93	46093.8479370915	45124.758323120914	0.0005000000237487257
94	46096.55420241013	45095.77818627451	0.0005000000237487257
95	46089.08187806373	45098.78173508987	0.0005000000237487257
96	46093.63498263889	45109.99805964052	0.0005000000237487257
97	46097.025071486925	45118.66181576798	0.0005000000237487257
98	46164.919245302284	45072.21714154412	0.0005000000237487257
99	46099.50102124183	45104.01751429738	0.0005000000237487257
