mean1	mean2	sd1	sd2	sampleID
-0.40143898	0.113399796	-1.856117	0.20583417	HG02330
0.22656366	0.6087267	-2.1514788	0.015210519	HG02332
-0.30027524	0.19360046	-1.7728338	0.06196583	HG02334
-0.17363515	0.38971823	-2.0281367	0.14746763	HG02337
0.26996514	0.6274169	-2.2431953	0.039629944	HG02339
-0.122053295	0.36333472	-2.0788689	0.2101772	HG02343
-0.5875477	0.18929951	-1.613234	0.078740604	HG02345
-0.5665216	0.039018326	-1.7013464	0.113762625	HG02348
-0.49984816	-0.05497534	-1.7350051	0.12638606	HG02351
-0.49967185	-0.07444126	-1.5623188	0.031120548	HG02353
-0.46576014	0.02832108	-1.7829452	0.17232455	HG02355
-0.5352754	-0.1744395	-1.52265	-0.1116898	HG02356
-0.524497	-0.01807005	-1.6900247	0.13007547	HG02360
-0.49867645	0.08649557	-1.7029939	0.16735412	HG02364
-0.46835223	-0.080888934	-1.7141536	0.16183878	HG02367
-0.48349038	0.009457163	-1.7341924	0.1887715	HG02371
-0.6085374	0.07541638	-1.7067847	0.0972544	HG02373
-0.5328345	-0.062022634	-1.5357822	-0.013183823	HG02374
-0.52532727	-0.0046233614	-1.7403804	0.14404835	HG02375
-0.48052624	-0.14414819	-1.8152955	0.14730372	HG02379
-0.5078526	0.054562263	-1.5622339	0.07812441	HG02380
-0.50801533	-0.08803911	-1.4114585	-0.14366327	HG02382
-0.56659	0.112080745	-1.5878934	0.0790422	HG02383
-0.5818865	0.15162592	-1.680351	-0.00046621845	HG02384
-0.539143	-0.11821932	-1.634507	0.025127301	HG02385
-0.46371308	0.01602345	-1.6077616	0.14812388	HG02386
-0.5573439	0.17536025	-1.8265172	0.25660586	HG02389
-0.52477294	-0.01883883	-1.5791416	0.042580016	HG02390
-0.5488376	0.09165137	-1.5932963	0.0762564	HG02391
-0.5942108	0.33203107	-1.5537803	0.13885786	HG02392
-0.49509528	-0.07862384	-1.6744564	0.11541713	HG02394
-0.5402598	0.076784305	-1.544091	0.0687734	HG02395
-0.50070804	-0.10559899	-1.7821534	0.15515007	HG02396
-0.55765826	-0.064363666	-1.6858546	0.06645525	HG02397
-0.34826306	-0.24163683	-1.7381105	-0.0061412957	HG02398
-0.5694453	0.113900475	-1.7374396	0.16592981	HG02399
-0.49584273	-0.047167964	-1.7239174	0.14144744	HG02401
-0.4896082	-0.047340937	-1.8810602	0.21217169	HG02402
-0.5285669	-0.10455627	-1.7345064	0.101445444	HG02406
-0.55538636	0.108619265	-1.5934464	0.08058835	HG02407
-0.48864785	0.016935997	-1.7878879	0.23740448	HG02408
-0.49241844	-0.15361817	-1.6022832	-0.005717626	HG02409
-0.45223632	-0.10463209	-1.6375908	0.09467734	HG02410
-0.0889422	0.45433313	-1.9926968	0.016378531	HG02419
-0.10818115	0.35223264	-1.9304614	-0.052354448	HG02420
-0.468596	0.13922195	-1.7952063	0.07464374	HG02425
-0.35029486	0.19828014	-1.9173895	0.056720383	HG02427
-0.26823774	0.24117999	-1.8276336	0.04415644	HG02429
-0.44385567	0.13642196	-1.7624154	0.16231395	HG02433
-0.21428671	0.3981585	-1.9750834	0.10885287	HG02439
-0.10047713	0.34492034	-1.8772248	0.06360114	HG02442
-0.38695315	0.25982177	-1.167613	-0.08440923	HG02445
-0.45015743	-0.0045936783	-1.7136444	0.037152298	HG02449
-0.15010872	0.40109366	-2.1477876	0.19644119	HG02450
-0.4560087	-0.05583889	-1.825668	0.117563136	HG02455
0.14174351	0.64630526	-1.9028201	-0.028846612	HG02461
-0.15791026	0.29497153	-2.0835576	0.14414527	HG02462
-0.4118077	0.17501013	-1.858268	0.16853477	HG02464
-0.054711256	0.45569283	-2.014152	0.051378496	HG02465
-0.15876332	0.33419758	-2.0840893	0.16123737	HG02470
0.2943066	0.71255213	-2.1195421	0.016715059	HG02471
0.2421982	0.7352639	-1.7283283	-0.08608257	HG02476
-0.48716334	0.055357985	-1.6198292	0.14117183	HG02477
-0.19941083	0.2675287	-1.9912009	0.16230561	HG02479
-0.34562543	0.16925947	-1.7851893	-0.028327575	HG02481
0.1392301	0.51884896	-2.142015	0.080204256	HG02484
-0.47048238	0.09473687	-1.7775465	0.014598737	HG02485
-0.24316898	0.42880064	-2.1260629	0.20240511	HG02489
-0.4408051	0.031054907	-1.8914392	0.286564	HG02490
-0.48777416	-0.14767487	-1.7175032	0.06613124	HG02491
-0.5730811	0.21047883	-1.7168119	0.20777144	HG02493
-0.49224237	0.16957371	-1.7068005	0.22682358	HG02494
-0.26158074	0.36035186	-1.8949187	0.069925554	HG02496
0.030725326	0.51383156	-2.2825403	0.16316701	HG02497
-0.15995792	0.33975726	-2.0050685	0.18173338	HG02501
-0.4385418	0.21720605	-1.8991213	0.22876145	HG02502
-0.3643799	0.13774376	-1.8309782	0.04766739	HG02505
-0.38830712	0.12323194	-1.6941078	-0.04703235	HG02508
-0.014005098	0.24702327	-1.783443	-0.05972766	HG02511
-0.543775	0.022691421	-1.4869621	-0.03474974	HG02512
-0.5292813	0.038929515	-1.714222	0.14794351	HG02513
-0.45571938	-0.11108226	-1.8537896	0.20685066	HG02521
-0.4956434	0.12529902	-1.8153679	0.31514573	HG02522
-0.29610708	-0.12844117	-1.7338017	-0.10480403	HG02536
0.28076908	0.6559358	-2.2730234	0.05025745	HG02537
-0.35659435	0.062159948	-1.7541544	0.10716177	HG02541
-0.2598479	0.24236374	-1.9111606	0.22030677	HG02545
-0.24123064	0.3709914	-2.087613	0.21538712	HG02546
-0.42005625	0.4296164	-1.809498	0.18705155	HG02549
-0.15620556	0.34414583	-2.1311836	0.29261506	HG02554
-0.09174338	0.42223364	-2.0907583	0.10613943	HG02555
-0.1483343	0.11697202	-1.9727827	0.13769902	HG02557
-0.47863737	0.2904045	-1.5908828	0.018249521	HG02558
-0.40719643	0.20418231	-1.7597768	0.106455095	HG02561
-0.0874646	0.423791	-2.0668159	0.1223265	HG02562
-0.19332066	0.32375592	-1.9451218	0.109987386	HG02568
-0.23737076	0.38524407	-1.980901	0.14603128	HG02570
-0.30796292	0.3686672	-1.7927282	0.06962324	HG02571
-0.1915771	0.53723234	-1.8098149	0.081986316	HG02573
-0.14209643	0.33772486	-2.163967	0.26215827	HG02574
-0.11583915	0.41330117	-1.9630334	0.029416332	HG02577
-0.023240361	0.53205377	-1.8812172	-0.06482612	HG02580
-0.26332667	0.5103763	-1.8001926	0.11863769	HG02582
-0.07466355	0.5214284	-1.8546522	-0.052694313	HG02583
-0.1824036	0.28973633	-2.0170648	0.2625996	HG02585
-0.30601993	0.40272838	-2.135898	0.2876253	HG02586
-0.2688183	0.35790986	-1.9948205	0.16653194	HG02588
-0.32992163	0.36050624	-1.8760679	0.1607578	HG02589
-0.28842226	0.43260616	-1.815438	0.052759774	HG02594
-0.08706489	0.48774594	-2.095831	0.09906281	HG02595
-0.48846355	0.073375516	-1.8545365	0.27074492	HG02597
-0.43351737	-0.10370559	-1.8474349	0.16602816	HG02600
-0.5653371	0.12064581	-1.8538164	0.21223606	HG02601
-0.49102035	-0.030521698	-1.6710751	0.12123085	HG02603
-0.5520453	0.058234625	-1.5765632	0.06414486	HG02604
0.16026363	0.5914536	-1.9203042	-0.119400255	HG02610
-0.17105332	0.5579519	-1.469852	-0.1539539	HG02611
-0.3652176	0.18935256	-1.7932713	0.04147447	HG02613
0.19598588	0.5945639	-1.9479407	-0.09804606	HG02614
-0.034991536	0.43939644	-1.9671878	0.03004826	HG02620
0.067169756	0.46911985	-2.145196	0.08043171	HG02621
0.0780054	0.5361354	-2.2330325	0.11196626	HG02623
-0.115871936	0.4474929	-1.722501	-0.12383985	HG02624
0.33776543	0.73755735	-2.4084525	0.18142165	HG02628
-0.116696626	0.4383338	-2.2122283	0.1789452	HG02629
0.055294123	0.44895798	-2.0929775	0.10724879	HG02634
0.1313599	0.51179594	-1.8078525	-0.18742	HG02635
-0.23840848	0.38234824	-2.1537938	0.19008066	HG02642
0.24522433	0.64855534	-2.081982	-0.047701947	HG02643
0.09406194	0.59592754	-2.0174425	-0.023385515	HG02645
-0.047107372	0.42314857	-2.1211572	0.111644514	HG02646
-0.5395499	0.18296771	-1.8375638	0.20162334	HG02648
-0.5312477	0.010900787	-1.6632563	0.09767903	HG02649
-0.5020152	0.08510595	-1.8306806	0.2455435	HG02651
-0.48915997	0.101255946	-1.8627784	0.21772374	HG02652
-0.47151318	-0.14863963	-1.7941465	0.1794175	HG02654
-0.49551144	0.120575	-1.8766102	0.3426088	HG02655
-0.48296347	0.048435263	-1.6009374	0.020724902	HG02657
-0.4711471	0.08847087	-1.8533947	0.18124987	HG02658
-0.5030032	-0.04829318	-1.7261597	0.11601079	HG02660
-0.5382442	-0.066331096	-1.6564841	0.067510135	HG02661
-0.25004056	0.32129258	-1.9833375	0.23308302	HG02666
0.15428945	0.6325967	-2.070678	-0.0015531688	HG02667
0.13231727	0.5126298	-2.1356018	0.06375087	HG02675
-0.06935921	0.3958189	-2.1057434	0.18295969	HG02676
0.20065483	0.6447436	-1.929843	-0.1149249	HG02678
-0.31053773	0.3332886	-1.7934282	0.07066537	HG02679
-0.47382906	0.01838582	-1.7706349	0.1216631	HG02681
-0.46293393	-0.22023089	-1.7548456	0.06673718	HG02682
-0.4367943	-0.083937354	-1.834861	0.24603738	HG02684
-0.4683222	0.09562569	-2.0302427	0.5017369	HG02685
-0.5422208	0.120556645	-1.954957	0.26661813	HG02687
-0.46814087	-0.053478785	-1.4321492	-0.121880405	HG02688
-0.5257351	-0.048470207	-1.7890288	0.17784299	HG02690
-0.46921054	0.010382227	-1.7482667	0.10858942	HG02691
-0.508012	-0.026747532	-1.7655362	0.15041842	HG02694
-0.5053275	0.066356115	-1.7745188	0.23145081	HG02696
-0.4132853	-0.051252313	-1.8005992	0.14952399	HG02697
-0.47047237	0.10912388	-1.7950293	0.24867977	HG02699
-0.47421935	0.05278652	-2.0451882	0.33697832	HG02700
0.0502412	0.32253045	-2.0209494	0.10555459	HG02702
-0.10104194	0.009792737	-1.7458658	0.009306321	HG02703
-0.28440514	0.32573932	-2.0860708	0.18281986	HG02715
0.15990064	0.7018818	-1.6797009	-0.0924102	HG02716
-0.29901257	0.32808083	-1.8762913	0.05040849	HG02721
-0.11812964	0.38166863	-1.9818048	0.053499587	HG02722
-0.58974785	0.11236828	-1.6190771	0.06043101	HG02724
-0.46029964	0.006688289	-1.8736408	0.32175934	HG02725
-0.49103382	-0.017004795	-1.7653265	0.20599295	HG02727
-0.47593918	-0.113304086	-1.6871381	0.07731963	HG02728
-0.43712726	-0.15149505	-1.7426717	0.074378856	HG02731
-0.48742428	-0.077036925	-1.6431835	0.08666039	HG02733
-0.5024108	0.040390782	-1.7139246	0.11343492	HG02734
-0.47095028	0.09159177	-1.6308872	0.15967454	HG02736
-0.5272338	0.05139368	-1.86183	0.26694334	HG02737
-0.18283835	0.40201837	-2.0945868	0.14832963	HG02756
-0.14750698	0.40366715	-2.0585227	0.08255649	HG02757
-0.11916879	0.38772768	-1.8120888	-0.0014903455	HG02759
0.18966755	0.59900063	-1.9796637	-0.083249085	HG02760
-0.26983812	0.26977485	-1.8338022	0.11489988	HG02763
-0.20525399	0.42276794	-1.7946248	-0.05742251	HG02768
-0.37574854	0.11280029	-1.8293943	0.016035924	HG02769
0.010020343	0.4420727	-2.1624217	0.14149572	HG02771
0.060314383	0.6106575	-1.8465776	-0.07119631	HG02772
-0.4861646	-0.06507308	-1.8908542	0.21962132	HG02774
-0.4852604	0.030051045	-1.8361896	0.29598784	HG02775
-0.5051864	0.15262704	-1.6108534	0.18419804	HG02778
-0.43400076	-0.034062333	-1.9790175	0.35856795	HG02780
-0.49889162	-0.009860703	-1.5702914	0.057184704	HG02783
-0.3990325	-0.12639506	-1.8970718	0.24311794	HG02784
-0.48554435	-0.039737053	-1.9682758	0.30747616	HG02786
-0.440926	0.0111448085	-1.7609249	0.19311096	HG02787
-0.4405059	-0.07801873	-1.6206061	-0.011147013	HG02789
-0.50477594	0.06649392	-1.5713506	0.09933425	HG02790
-0.54774576	-0.020437904	-1.7116756	0.0075408313	HG02792
-0.50460297	0.08818536	-1.7127569	0.17291369	HG02793
-0.21371809	0.22724979	-1.8605479	0.19824816	HG02798
-0.2582169	0.5389524	-1.927118	0.2833531	HG02799
0.061326113	0.50762385	-2.2867937	0.17214681	HG02804
0.20729992	0.64152473	-1.9980588	-0.081395976	HG02805
-0.15236321	0.30794328	-1.7908528	0.012786159	HG02807
-0.27086595	0.4375617	-1.9731936	0.14291205	HG02808
0.0920988	0.61834043	-1.8848624	-0.0796039	HG02810
-0.24992159	0.35989112	-1.949507	0.033047803	HG02811
-0.3163778	0.336235	-2.006071	0.08663345	HG02813
-0.09924856	0.39619786	-2.0251284	0.12593867	HG02814
-0.08216694	0.46318263	-1.9097333	-0.043033592	HG02816
-0.017237935	0.30889744	-2.3439555	0.18826737	HG02817
-0.03762463	0.4290089	-2.2136593	0.19865753	HG02819
-0.34339133	0.2851674	-1.6611922	-0.027181974	HG02820
-0.20605162	0.25752813	-1.9165742	-0.019927016	HG02836
-0.07073358	0.38725597	-2.0568802	0.031384952	HG02837
-0.3843923	0.41085	-1.9411826	0.24023546	HG02839
-0.1573644	0.36910838	-1.9413147	0.10503829	HG02840
-0.27450064	0.37937516	-1.9609393	0.09175182	HG02851
0.297765	0.7377011	-1.9635725	-0.03175413	HG02852
-0.3261377	0.50034684	-1.8961126	0.2926196	HG02854
0.13761732	0.5314279	-1.8710357	-0.102588646	HG02855
-0.39258388	0.3173626	-1.8236005	0.1197933	HG02860
0.2735624	0.6653984	-2.1287413	-0.0271629	HG02861
-0.14673188	0.41128176	-1.8092777	-0.05848264	HG02870
-0.037930045	0.30711406	-2.0561802	0.10531784	HG02878
0.2808822	0.7196929	-2.1489007	0.06668831	HG02879
-0.4528642	0.15454607	-1.886347	0.24920858	HG02881
-0.17569199	0.35885042	-2.0696425	0.21738888	HG02882
0.14496765	0.56617516	-2.1434212	0.026739726	HG02884
-0.2461913	0.3382718	-1.8338003	-0.050171606	HG02885
-0.061269674	0.3671059	-1.8598496	-0.05494403	HG02887
-0.2498261	0.5425493	-1.9269162	0.2714566	HG02888
-0.3734503	0.28866035	-2.0152166	0.10990668	HG02890
0.03817996	0.51118356	-2.1212866	0.052405484	HG02891
-0.2361547	0.1965987	-1.8870428	0.046188362	HG02895
0.078496784	0.49647838	-2.0562708	0.010338793	HG02896
0.08574757	0.4058364	-2.1087966	0.19669987	HG02922
-0.38207284	0.21156566	-1.8989358	0.19252528	HG02923
-0.12383488	0.40165132	-1.8823918	0.025994906	HG02938
-0.025684271	0.34581822	-1.9483094	0.09821785	HG02941
0.07346067	0.5472236	-2.1115189	0.025850663	HG02943
-0.3407847	0.33161634	-1.9309273	0.15936948	HG02944
0.06920609	0.403637	-2.0683231	0.12102295	HG02946
-0.29556254	0.37831682	-1.8755083	0.11575378	HG02947
-0.28660086	0.007087044	-1.8266811	0.011599073	HG02952
-0.20912364	0.14520638	-2.1295667	0.22208835	HG02953
0.18426308	0.58447415	-2.1378965	-0.005504122	HG02968
0.1429747	0.5885628	-2.1498518	0.024689564	HG02970
0.10400447	0.5421813	-2.0162988	-0.022191873	HG02971
0.18994483	0.57482594	-2.3192153	0.1271242	HG02973
0.2170274	0.5952105	-2.105821	-0.016177645	HG02974
-0.2459561	0.022880726	-1.6559341	-0.20928584	HG02976
0.046163764	0.42527562	-1.8884065	0.0023444982	HG02977
0.27237484	0.618668	-2.4231513	0.1664901	HG02979
-0.030865941	0.4252017	-2.0640798	0.12158049	HG02981
-0.40224603	0.1852595	-1.9691505	0.11200107	HG02982
-0.32338443	0.24409036	-1.9130385	0.1125604	HG02983
-0.44594863	-0.0098702395	-1.700321	0.03500689	HG03006
-0.45275393	0.04102271	-1.8334361	0.24530353	HG03007
-0.44519392	0.012154392	-1.6158566	0.043803103	HG03009
-0.43373743	-0.016341873	-1.8277805	0.25453866	HG03012
-0.36234394	-0.23083563	-1.7555985	-0.0063182022	HG03015
-0.40454212	-0.08656616	-1.7073126	0.13900782	HG03016
-0.41793242	-0.07713146	-1.7031229	0.11132873	HG03018
-0.51659256	0.09788936	-1.840128	0.27758586	HG03019
-0.4943153	0.10202139	-1.7922034	0.18595387	HG03021
-0.5158097	0.25766343	-1.7760143	0.21523668	HG03022
-0.092490464	0.48213154	-2.1005096	0.103949316	HG03024
-0.07574728	0.40040976	-2.0440176	0.110759385	HG03025
-0.34508482	0.15920894	-1.8383905	0.021806488	HG03027
-0.30200174	0.36853808	-1.996336	0.18152572	HG03028
0.079551905	0.59593457	-2.2405252	0.13080396	HG03039
-0.38818267	0.17757396	-2.0701518	0.2956226	HG03040
0.034595575	0.45261163	-2.0270624	0.06793738	HG03045
0.08553192	0.46946675	-1.993508	0.03308261	HG03046
0.036575403	0.38746482	-2.0347176	0.119043715	HG03048
-0.42439523	0.35629374	-1.8790812	0.22195317	HG03049
-0.22494403	0.3711142	-1.9883358	0.18210734	HG03052
-0.21775535	0.3508281	-1.9956312	0.08872665	HG03054
-0.03316513	0.3734147	-1.9655919	0.12505819	HG03055
0.17176375	0.6563508	-1.8209566	-0.13738392	HG03057
-0.34869114	0.22641806	-1.9128821	0.047204383	HG03058
-0.19519201	0.36235386	-1.9936652	0.06910158	HG03060
0.12215528	0.6295602	-2.0826054	0.029597888	HG03061
0.040927257	0.54592997	-2.1315634	0.058537252	HG03063
-0.457853	0.45774835	-1.721844	0.3116647	HG03064
-0.04276553	0.47965652	-2.4153295	0.29733574	HG03066
-0.019773278	0.45713276	-1.8341625	-0.12399458	HG03069
0.04916605	0.50766045	-1.9724255	-0.023846617	HG03072
-0.37214842	0.41769117	-1.889935	0.20554282	HG03073
-0.10532275	0.5162584	-1.995533	0.07854129	HG03074
0.10882792	0.41627163	-2.4315295	0.3426193	HG03077
0.23323688	0.74826294	-1.914863	0.07203651	HG03078
-0.036683593	0.4333108	-2.1515698	0.09117258	HG03079
-0.17674044	0.41708022	-1.9836959	0.095277436	HG03081
-0.1754705	0.17516951	-1.9161403	-0.043692343	HG03082
-0.22552398	0.32573038	-1.7303884	-0.1329578	HG03084
0.07481298	0.5166443	-1.7764435	-0.16641508	HG03085
-0.30608943	0.24890558	-1.8186111	0.08869041	HG03086
-0.12699643	0.38717395	-1.8569826	-0.0023748784	HG03088
0.38987514	0.7971212	-1.820005	-0.08748173	HG03091
0.15272579	0.6490465	-1.969776	-0.042478554	HG03095
-0.25571004	0.24170177	-2.2227473	0.38049698	HG03096
-0.27184036	0.3249039	-1.6807091	-0.00044344948	HG03097
-0.14070287	0.24994676	-1.8125339	0.18883039	HG03099
0.033285584	0.3517161	-2.0531394	0.18632354	HG03100
0.046917047	0.51934355	-2.0830562	0.017745266	HG03103
-0.28193095	0.4209394	-2.0445495	0.20883669	HG03105
-0.04152063	0.4995963	-2.0995364	0.07914961	HG03108
-0.067246705	0.53673154	-1.8400116	-0.056003444	HG03109
-0.001886043	0.55971223	-2.093627	0.0783639	HG03111
0.24749836	0.6540871	-1.7574205	-0.1381837	HG03112
0.08614513	0.64507276	-1.8032775	-0.07201754	HG03114
0.021875706	0.44010037	-1.8097885	-0.066915505	HG03115
0.09564349	0.43686336	-2.044164	0.11168028	HG03117
-0.018745217	0.41874963	-1.9931278	0.024385938	HG03118
-0.32781616	0.3096028	-2.1244667	0.3183447	HG03120
-0.33548787	0.28064603	-2.0063856	0.15191533	HG03121
-0.44152203	0.3775893	-1.8111019	0.22078384	HG03123
0.17015931	0.6637867	-2.096663	0.061374433	HG03124
-0.34981623	0.40813	-1.8784952	0.15961482	HG03126
-0.32874802	0.34376174	-2.173875	0.3638624	HG03127
-0.35522273	0.39526802	-1.9282534	0.1155901	HG03129
-0.08885327	0.4531712	-2.0366316	0.06206263	HG03130
0.15487763	0.5872635	-2.303	0.115607865	HG03132
0.038578477	0.41641408	-1.9348513	0.05074168	HG03133
-0.408116	0.39686066	-2.100865	0.34516883	HG03135
-0.09459832	0.5290975	-2.3081522	0.07920707	HG03136
-0.34821525	0.26464564	-1.8554295	0.15673842	HG03139
-0.05026022	0.39416808	-1.907052	0.048524387	HG03157
0.10581276	0.4901219	-1.8477888	-0.13648258	HG03159
0.04881331	0.38412875	-1.9702746	0.1059754	HG03160
-0.3757955	0.40714103	-1.8828344	0.14995386	HG03162
-0.25172296	0.41507274	-1.8325286	0.036095627	HG03163
-0.4499636	0.3723883	-1.7796052	0.16467334	HG03166
-0.1722081	0.35350698	-1.9323828	0.10591353	HG03168
0.065663785	0.6406246	-1.9094496	0.025609026	HG03169
-0.098929435	0.37338144	-1.7978452	0.006616721	HG03172
-0.29102913	0.30974573	-2.0976532	0.14954032	HG03175
0.2417315	0.7172366	-1.9687186	0.03507448	HG03189
-0.040369663	0.552236	-1.8925152	-0.03065621	HG03190
0.0632498	0.50041205	-2.282388	0.17168714	HG03193
0.10869846	0.55885977	-2.0897326	-0.0015600829	HG03195
0.11833009	0.5437321	-2.0950556	-0.009165874	HG03196
0.02970406	0.420878	-2.0353894	-0.026267996	HG03198
0.059707966	0.5101662	-2.2669559	0.14958383	HG03199
-0.13846293	0.27184695	-2.041419	0.27933455	HG03202
-0.30605665	0.4003976	-2.1138325	0.20105733	HG03209
-0.14491776	0.36257368	-1.972773	0.14852418	HG03212
-0.35437766	0.4573955	-2.1104429	0.39896154	HG03224
0.19932231	0.58007973	-2.3176367	0.12820806	HG03225
-0.55904824	0.12644319	-1.5325089	-0.019734254	HG03228
-0.58106726	0.052188568	-1.4970161	-0.023880234	HG03229
-0.47997108	0.06699877	-1.8613153	0.22830893	HG03234
-0.49889734	0.21622936	-1.7530775	0.22374476	HG03235
-0.46135822	-0.1709661	-1.8179628	0.12009681	HG03237
-0.503846	0.20086662	-1.782885	0.16498579	HG03238
-0.046286736	0.42447883	-1.991478	0.07353199	HG03240
-0.38720813	0.2863838	-1.9046552	0.07793189	HG03241
0.040674534	0.4962799	-2.0811841	0.012292514	HG03246
0.19524547	0.6487228	-2.1106808	0.006225357	HG03247
-0.12230006	0.39876086	-2.0367818	0.14788319	HG03258
-0.11786726	0.44301277	-2.083294	0.11828221	HG03259
0.22660181	0.574799	-2.2128742	0.025267491	HG03265
-0.339649	0.22911768	-2.1161413	0.24941267	HG03267
-0.3077412	0.29798204	-1.8975098	0.10292447	HG03268
-0.25064197	0.36971027	-1.8931632	0.12182773	HG03270
-0.117489606	0.35161978	-2.1131089	0.22161199	HG03271
-0.113082916	0.39507562	-2.0002387	0.09127904	HG03279
0.29331502	0.7100294	-1.7918848	-0.1877477	HG03280
-0.12514177	0.42979127	-2.0042431	0.08599866	HG03291
-0.0381507	0.5761102	-1.8294644	-0.04361867	HG03294
-0.0061184494	0.49902683	-2.203726	0.12122	HG03295
-0.05108622	0.40585345	-1.8957348	-0.0036655574	HG03297
0.28056487	0.68467695	-1.9748471	-0.10858046	HG03298
-0.05525342	0.33965486	-2.0720925	0.13304497	HG03300
-0.07066396	0.44803137	-1.9053456	-0.009709468	HG03301
0.014849988	0.38503152	-1.9789541	0.015458832	HG03303
0.13748631	0.48845726	-2.173563	0.04871667	HG03304
-0.3392345	0.47644454	-1.7704563	0.15101863	HG03311
0.20032403	0.6048779	-2.0503361	-0.056000344	HG03313
-0.33533636	0.37687403	-1.8917613	0.052230842	HG03342
-0.1841282	0.29990464	-2.1956477	0.27478063	HG03343
0.16744527	0.58606774	-2.0734692	-0.023870459	HG03351
-0.22124627	0.35156506	-1.8636217	0.112218745	HG03352
-0.1674048	0.38416427	-1.9131074	0.06352175	HG03354
0.021274652	0.5936032	-1.8459172	-0.0696423	HG03363
-0.0154108135	0.4451043	-2.1312613	0.13176848	HG03366
-0.42664388	0.288747	-1.9023105	0.2158152	HG03367
0.15328535	0.49444896	-2.0682914	-0.039902322	HG03369
-0.37456408	0.19752078	-1.8297045	0.071859725	HG03370
-0.4359564	0.039626054	-1.6417947	0.11087728	HG03372
-0.44381824	0.34410232	-1.8229544	0.20952953	HG03376
0.020501103	0.53301376	-1.8857207	-0.08674919	HG03378
0.0750967	0.5108904	-1.7859775	-0.17736565	HG03380
-0.17659834	0.28399378	-2.1391153	0.11406458	HG03382
-0.2660772	0.46257538	-1.7887056	0.02628995	HG03385
0.043727603	0.4905911	-2.1750584	0.07649816	HG03388
0.20708725	0.5959545	-2.1965823	0.048736222	HG03391
-0.16063896	0.29725105	-1.986784	0.04770995	HG03394
0.15909275	0.49203914	-2.2572134	0.069910415	HG03397
-0.4004747	0.33283943	-1.980248	0.22837676	HG03401
0.20233104	0.61893255	-2.2636127	0.0707692	HG03410
-0.101962596	0.23340921	-2.2265217	0.23338665	HG03419
-0.04453567	0.43345183	-1.879384	-0.04746329	HG03428
-0.42194548	0.26286155	-2.0057998	0.32185555	HG03432
0.28912458	0.6950578	-1.9203938	-0.13482915	HG03433
-0.02166811	0.50932413	-1.8871665	-0.061996214	HG03436
-0.36914447	0.43548745	-2.0579782	0.39917624	HG03437
-0.08801225	0.45793802	-1.9142662	-0.00022934959	HG03439
-0.04467145	0.4764815	-1.978804	0.009975681	HG03442
-0.1049501	0.43323094	-1.9039664	-0.044911377	HG03445
-0.05083481	0.49260193	-1.7810178	-0.11959099	HG03446
0.009497729	0.47395438	-1.974987	0.0046455953	HG03449
-0.35041395	0.39617532	-1.9738312	0.22753502	HG03451
0.050358143	0.5173047	-1.968638	-0.05808472	HG03452
-0.30334285	0.29278952	-2.0534258	0.2006618	HG03455
0.13363478	0.49181753	-2.083482	-0.030314555	HG03457
0.20488498	0.63483435	-1.9323541	-0.121142976	HG03458
0.018125262	0.3285963	-2.1031053	0.20002665	HG03460
-0.025620732	0.43391663	-2.1521757	0.1352761	HG03461
-0.20310119	0.43950945	-2.0915549	0.15123083	HG03464
0.14283702	0.5316705	-1.8362408	-0.12465369	HG03469
0.009203282	0.5443886	-2.1624131	0.09778214	HG03470
-0.12020627	0.39931458	-2.1076517	0.12072135	HG03472
-0.29420128	0.30016083	-1.9695566	0.083094366	HG03473
-0.10572973	0.38499922	-2.0270762	0.08313764	HG03476
-0.06708291	0.46573156	-1.9252721	-0.012289396	HG03478
-0.11058012	0.4623751	-1.9601266	0.010619411	HG03479
-0.32510355	0.2573927	-1.7774546	0.019645343	HG03484
0.0052247914	0.45816237	-2.0440142	0.0431614	HG03485
-0.49692455	0.0072366516	-1.8461726	0.2743131	HG03488
-0.50521785	0.18984644	-1.7638483	0.20784248	HG03490
-0.5153561	0.14311461	-1.6402292	0.15202488	HG03491
-0.33608392	0.030211143	-1.9596615	0.064935334	HG03499
-0.06551173	0.48791343	-1.8187611	-0.09283077	HG03511
-0.36762968	0.1388046	-1.752926	-0.036004893	HG03514
-0.22445694	0.17374258	-1.7946999	0.09421302	HG03515
-0.2936367	0.10902541	-2.0519319	0.2097012	HG03517
-0.07993916	0.3912781	-2.1526337	0.1840222	HG03518
-0.45586243	0.3796745	-1.8513718	0.32916868	HG03520
0.13374242	0.5476499	-2.2105627	0.06848193	HG03521
0.1335387	0.49515206	-1.659099	-0.2640754	HG03538
-0.34060982	0.20942073	-1.9892635	0.1068399	HG03539
0.083696336	0.4199831	-2.3340235	0.29079807	HG03547
-0.21091726	0.38701993	-2.0036724	0.084926136	HG03548
-0.24357417	0.4026137	-1.8599858	0.038805492	HG03556
-0.26591578	0.2671209	-1.9562552	-0.013973823	HG03557
-0.089059025	0.57686895	-1.9991093	0.1510395	HG03558
0.18078384	0.541979	-2.1626527	0.0080461595	HG03559
-0.36909512	0.28978974	-1.692125	-0.006544104	HG03563
-0.52145225	0.41244763	-1.5781136	0.25433123	HG03565
0.0883871	0.47478718	-2.0990107	0.06800843	HG03567
0.017205443	0.55719143	-2.155692	0.09494866	HG03571
-0.28067365	0.23756759	-2.0086656	0.18695773	HG03572
