mean1	mean2	sd1	sd2	sampleID
-0.49950102	-0.035489388	-1.7002374	0.14892806	NA18541
-0.5269217	-0.040939994	-1.6367316	0.07963527	NA18542
-0.4821042	0.031394415	-1.5546215	0.10394872	NA18543
-0.50340694	0.08412843	-1.5648503	0.05588556	NA18544
-0.48911896	0.05752974	-1.5931294	0.13033678	NA18545
-0.4716374	0.06505578	-1.7410103	0.23624565	NA18546
-0.5111924	0.09516936	-1.7240273	0.18262352	NA18547
-0.49635997	-0.06402201	-1.8128928	0.20398988	NA18548
-0.495003	-0.10365588	-1.781415	0.16718818	NA18549
-0.48133555	-0.03700585	-1.7027104	0.09801329	NA18550
-0.5051432	0.024195246	-1.6330492	0.13093926	NA18552
-0.5264273	0.12279003	-1.7104646	0.1854911	NA18553
-0.41039756	-0.12085254	-1.9789047	0.34340894	NA18555
-0.48917702	-0.054021902	-1.612894	-0.058448307	NA18557
-0.4058558	-0.15331955	-1.6768746	0.013483057	NA18558
-0.5118107	-0.03959901	-1.5842245	0.05735255	NA18559
-0.4850885	-0.0064295013	-1.5707337	0.09185708	NA18560
-0.5368547	0.088938884	-1.6669894	0.15009941	NA18561
-0.49935988	0.025235109	-1.6279984	0.12264956	NA18562
-0.45896998	-0.15804191	-1.7105927	0.11232246	NA18563
-0.45289257	-0.06604261	-1.5741808	0.06966234	NA18564
-0.52483183	0.09784096	-1.772452	0.24230708	NA18565
-0.49255875	-0.05576808	-1.9230922	0.23165466	NA18566
-0.5193861	0.1184979	-1.6380413	0.14744033	NA18567
-0.53918344	0.023391657	-1.5525012	-0.005999556	NA18570
-0.5512374	0.13244466	-1.5620085	0.051552065	NA18571
-0.47546783	-0.05204398	-1.7069163	0.15826346	NA18572
-0.61280173	-0.034048267	-1.4253216	-0.17521285	NA18573
-0.5590053	0.14931493	-1.5937111	0.12837936	NA18574
-0.5506219	0.2085933	-1.6168611	0.13635947	NA18577
-0.6039881	0.23101096	-1.5485028	0.12483776	NA18579
-0.50106746	-0.015400597	-1.7224706	0.1780007	NA18582
-0.5342621	0.03851264	-1.6220691	0.090371974	NA18591
-0.54554576	0.19102673	-1.5675247	0.13793708	NA18592
-0.42603675	-0.13793404	-1.8589485	0.24716796	NA18593
-0.532057	-0.12449402	-1.7751575	0.12345613	NA18595
-0.5447323	0.087482266	-1.472536	-0.014855852	NA18596
-0.47811428	0.023403816	-1.6209655	0.057181723	NA18597
-0.53921837	-0.0369801	-1.56904	0.02111567	NA18599
-0.53900164	-0.003977724	-1.6517959	0.096519	NA18602
-0.46826306	-0.08548767	-1.7041897	0.06224311	NA18603
-0.49654844	0.037083082	-1.7128644	0.18558826	NA18605
-0.5125832	-0.082844205	-1.6340182	0.0041546915	NA18606
-0.47810677	-0.007662483	-1.7494991	0.2146187	NA18608
-0.5123972	0.059998326	-1.5057124	0.057674773	NA18609
-0.61492425	0.16306846	-1.453002	-0.043805353	NA18610
-0.51218206	0.14121787	-1.71209	0.20581354	NA18611
-0.55642945	0.09505587	-1.5184596	0.04047752	NA18612
-0.58723253	-0.03700132	-1.4883151	-0.10583257	NA18613
-0.5413998	0.08683138	-1.5356448	0.038885362	NA18614
-0.5349849	-0.07981915	-1.6024988	0.021060595	NA18615
-0.45072713	-0.026773281	-1.7244909	0.19188489	NA18616
-0.506105	0.1549453	-1.6440763	0.23246457	NA18617
-0.5255527	0.06334453	-1.7480073	0.20497133	NA18618
-0.5384999	0.054272227	-1.6465478	0.121297725	NA18619
-0.5614546	0.015430382	-1.599752	0.04819513	NA18620
-0.58816606	0.008955768	-1.504815	-0.05298101	NA18621
-0.4959959	-0.024600811	-1.6284375	0.105862625	NA18622
-0.5578951	0.21695821	-1.576322	0.19816877	NA18623
-0.6649377	0.36418706	-1.5394504	0.14570035	NA18624
-0.51584166	0.16557102	-1.7276602	0.2544849	NA18625
-0.35967615	-0.14969404	-1.791205	0.07790948	NA18626
-0.42752913	0.015452198	-1.8044442	0.1959802	NA18627
-0.5787222	0.085867815	-1.542236	0.027481446	NA18628
-0.4817386	0.0400986	-1.8482512	0.3011179	NA18629
-0.5125274	0.0826072	-1.5852313	0.0672406	NA18630
-0.5470628	-0.048667736	-1.5976975	0.02067388	NA18631
-0.54384047	0.1649857	-1.583919	0.15067317	NA18632
-0.5244302	0.0985189	-1.5739833	0.014032135	NA18633
-0.5029581	-0.15683778	-1.6457825	0.043118127	NA18634
-0.5339541	-0.0029228409	-1.6048934	0.06928993	NA18635
-0.57428294	0.22422545	-1.6407348	0.16779484	NA18636
-0.5334994	0.17452161	-1.642961	0.13104464	NA18637
-0.48487368	0.0239852	-1.737206	0.2125851	NA18638
-0.50215536	0.06727748	-1.6600659	0.08995438	NA18639
-0.49878886	0.12777393	-1.7965031	0.25746274	NA18640
-0.5422624	0.084646635	-1.5947342	0.059393533	NA18641
-0.47492054	-0.08860213	-1.6545205	0.057988413	NA18642
-0.50305825	-0.070441194	-1.7266014	0.13909043	NA18643
-0.49318364	-0.034382768	-1.7173824	0.13869168	NA18644
-0.6630766	0.2336133	-1.4254665	-0.050583832	NA18645
-0.49016467	-0.109633155	-1.7587934	0.15317501	NA18646
-0.48649994	-0.0075698574	-1.6763334	0.1593801	NA18647
-0.48305836	-0.13464005	-1.5521499	-0.020663014	NA18648
-0.50820535	0.04128938	-1.7193211	0.13954414	NA18740
-0.45129862	0.11669832	-1.9410135	0.30060446	NA18745
-0.5319472	0.07185405	-1.4849747	0.027862677	NA18747
-0.51721615	0.10657447	-1.520387	0.09763325	NA18748
-0.5487254	0.14649074	-1.5716523	0.12229145	NA18749
-0.52961105	-0.09776015	-1.6318233	-0.008241525	NA18757
-0.1743168	0.3891725	-2.0827327	0.16308834	NA18853
0.0906491	0.564509	-2.1253772	0.030601868	NA18856
0.10280618	0.50522393	-2.1124094	0.068270095	NA18858
0.0019477278	0.54388505	-1.9203427	-0.051315658	NA18861
0.041800227	0.57811075	-2.0885897	0.052116044	NA18864
-0.02215663	0.49209958	-1.8112133	-0.12555419	NA18865
-0.047789488	0.31227022	-1.8944556	-0.0039356854	NA18867
0.021233644	0.43317193	-2.2337708	0.13300766	NA18868
-0.38060763	0.284774	-1.7966487	0.23801674	NA18870
-0.16718963	0.29021853	-1.8426819	-0.0684241	NA18871
-0.16839805	0.3043018	-1.7730827	0.019184837	NA18873
-0.082469255	0.4036786	-2.1180038	0.16582991	NA18874
-0.45284477	0.33781916	-1.9123209	0.19384815	NA18876
0.042932715	0.5451209	-2.1766825	0.0870303	NA18877
0.15479109	0.63744694	-1.9898485	-0.048194163	NA18878
0.26770243	0.65950054	-2.1778014	0.0013884397	NA18879
0.15439734	0.480586	-2.2088292	0.1643026	NA18881
-0.0901753	0.27936608	-2.0783951	0.07091249	NA18907
0.13751182	0.5055501	-2.0286689	0.0058873985	NA18908
0.04110619	0.319228	-2.3009048	0.13557376	NA18909
0.10071394	0.49322432	-2.008454	0.0005108209	NA18910
-0.32129207	0.29452723	-1.9882939	0.07804597	NA18912
-0.36828604	0.4009952	-1.9931769	0.23933925	NA18915
-0.23487988	0.35635668	-2.169997	0.30581307	NA18916
0.07218155	0.4455636	-1.9821224	0.04556287	NA18917
0.2531874	0.65389115	-2.1157882	-0.029956212	NA18923
-0.14072922	0.43080908	-1.9832628	0.078640826	NA18924
0.28083643	0.68335253	-2.1648421	0.024465213	NA18933
-0.11979118	0.39447516	-1.8461552	0.01829327	NA18934
-0.51011187	0.0668984	-1.521036	0.068916686	NA18939
-0.5627002	0.00042431743	-1.5563501	0.002610454	NA18940
-0.5320427	0.13773327	-1.6553415	0.12024356	NA18941
-0.4531944	0.12780587	-1.6994767	0.09919704	NA18942
-0.507618	0.1770461	-1.8249636	0.31144524	NA18943
-0.53323287	0.10112386	-1.7858739	0.1819662	NA18944
-0.49966207	-0.038570113	-1.5663736	0.048929222	NA18945
-0.5154962	0.039561562	-1.7956761	0.23612894	NA18946
-0.507549	-0.071917005	-1.623352	0.053906687	NA18947
-0.5032707	0.10533338	-1.6404152	0.19187643	NA18948
-0.5215818	-0.12044103	-1.7125485	0.09626187	NA18949
-0.5440287	-0.003271528	-1.7804025	0.15185334	NA18950
-0.52956146	0.06892579	-1.7064611	0.16888537	NA18951
-0.52163357	0.11853104	-1.8818047	0.3329749	NA18952
-0.55007166	-0.0008333406	-1.6853465	0.10251511	NA18953
-0.5601254	0.21868841	-1.6521957	0.15681197	NA18954
-0.5037909	0.033598237	-1.6062775	0.11926366	NA18956
-0.5433206	-0.123385735	-1.7624193	0.104246505	NA18957
-0.51161677	0.089422874	-1.7351289	0.21319415	NA18959
-0.5307165	0.029520564	-1.7790626	0.20385768	NA18960
-0.4557176	-0.053101845	-1.7772002	0.23288609	NA18961
-0.4534017	0.08410018	-1.7239892	0.25452507	NA18962
-0.51640326	0.05821245	-1.6013885	0.10313655	NA18963
-0.43765035	-0.1771036	-1.8753239	0.21596517	NA18964
-0.4440904	-0.07026977	-1.7946653	0.23744012	NA18965
-0.45167616	0.017133884	-1.8218892	0.040967114	NA18966
-0.50500137	0.1122263	-1.7911024	0.28138041	NA18967
-0.52108985	-0.0062950333	-1.550132	0.029636273	NA18968
-0.51218635	0.057854228	-1.6376528	0.12059689	NA18969
-0.54537934	0.038622074	-1.6285533	0.079801925	NA18970
-0.48034588	0.001974396	-1.7472531	0.21512212	NA18971
-0.5205566	0.20316689	-1.9308009	0.26459324	NA18972
-0.52936393	0.0737695	-1.6185791	0.053441532	NA18973
-0.5044727	-0.024778552	-1.9970934	0.29130304	NA18974
-0.5473959	0.15292506	-1.5328195	0.08540142	NA18975
-0.5216201	0.019390754	-1.6763016	0.12885465	NA18976
-0.4573559	-0.2006547	-1.5164073	-0.13020585	NA18977
-0.54038554	-0.01885683	-1.7518759	0.12665404	NA18978
-0.5200228	0.22415952	-1.6559062	0.11386157	NA18979
-0.47711578	-0.07640404	-1.6859343	0.13911094	NA18980
-0.50033385	-0.028218098	-1.7243397	0.14322247	NA18981
-0.5739334	0.0066443007	-1.6385608	0.058384426	NA18982
-0.5227056	0.027656607	-1.604754	0.09510518	NA18983
-0.5307582	-0.027159877	-1.5806441	0.0046401117	NA18984
-0.552609	0.18520586	-1.56801	0.13034429	NA18985
-0.5002267	0.034041338	-1.5599682	0.0011851878	NA18986
-0.533745	0.107127	-1.6411796	0.13954224	NA18987
-0.51330906	0.09814005	-1.5336885	0.07129336	NA18988
-0.447279	-0.21231647	-1.816157	0.1510352	NA18989
-0.5430971	-0.03435833	-1.6875913	0.096436985	NA18990
-0.46973124	-0.005570241	-1.5697085	0.0746348	NA18991
-0.519658	0.0794689	-1.6218666	0.092550166	NA18992
-0.53723866	0.13592796	-1.7238338	0.21347369	NA18993
-0.6220786	0.06537395	-1.5638189	-0.0066544916	NA18994
-0.55036944	0.05802553	-1.6351073	0.10347725	NA18995
-0.548466	-0.008918949	-1.558342	-0.021297922	NA18997
-0.50602645	-0.11059911	-1.7576528	0.14271154	NA18998
-0.54826707	0.039392285	-1.7099693	0.13499118	NA18999
-0.6120632	0.0315805	-1.4909854	-0.09659099	NA19000
-0.5241489	0.08373039	-1.774347	0.23517145	NA19001
-0.5089132	-0.060971446	-1.6601846	0.08230937	NA19002
-0.5427796	0.14866714	-1.5901505	0.063138254	NA19003
-0.5326577	0.035713248	-1.6521443	0.124647625	NA19004
-0.61597043	0.088685565	-1.5181508	-0.025042882	NA19005
-0.6497157	0.17292814	-1.4811156	-0.029138556	NA19006
-0.4967822	-0.026369639	-1.7551608	0.19321837	NA19007
-0.5313199	0.031093292	-1.5606312	0.060289986	NA19009
-0.5372966	0.09482246	-1.7781501	0.20892753	NA19010
-0.53046733	-0.15525527	-1.6305234	0.003329167	NA19011
-0.46750978	-0.13294216	-1.6738937	0.07389367	NA19012
-0.39057294	0.1935132	-1.9088295	0.0035704465	NA19017
0.3231257	0.74923354	-1.8059261	-0.124488704	NA19019
-0.04900256	0.555407	-2.0647087	0.09725178	NA19020
0.11832425	0.6577514	-1.7366655	-0.113216035	NA19023
-0.18241563	0.4232927	-2.0404453	0.12048412	NA19024
0.06739494	0.38162082	-1.9251976	0.047417648	NA19025
-0.37452474	0.32235116	-1.9332211	0.22800387	NA19026
-0.23409393	0.28940767	-1.9985889	0.042981394	NA19027
-0.32074025	-0.078550525	-1.6708703	-0.17331837	NA19028
-0.14189044	0.45327395	-1.7948321	-0.084512465	NA19030
-0.43311587	0.31381363	-1.8319453	0.14347209	NA19031
-0.31202367	0.35809332	-1.9494286	0.15504898	NA19035
-0.27418914	0.37672538	-2.0411153	0.17862655	NA19036
-0.3412725	0.2807868	-1.9500223	0.051214106	NA19037
-0.36185303	0.24327664	-1.8980244	0.08347047	NA19038
-0.041571055	0.391784	-2.2679143	0.2727642	NA19041
-0.03661612	0.3349995	-2.032455	0.21449651	NA19042
-0.25692335	0.24085645	-1.8466389	0.050315388	NA19043
-0.5308412	-0.022566624	-1.609371	0.055227526	NA19054
-0.6153782	0.06442254	-1.4991941	-0.05233013	NA19055
-0.49454	0.07022446	-1.5817655	0.07846106	NA19056
-0.47583833	-0.025663681	-1.654685	0.12123085	NA19057
-0.5480065	-0.013002583	-1.676454	0.069649585	NA19058
-0.50222427	0.035636716	-1.8704009	0.18203284	NA19059
-0.58815354	0.1558861	-1.4422497	-0.011891356	NA19060
-0.57911915	0.03881245	-1.5919243	0.036784537	NA19062
-0.43494454	-0.15471359	-1.741039	0.14020456	NA19063
-0.5641758	0.06846803	-1.6797689	0.118624456	NA19064
-0.47942188	-0.2709208	-1.6665874	-0.027649274	NA19065
-0.5004017	0.18886511	-1.7827309	0.19474114	NA19066
-0.49948397	0.0033911983	-1.6604103	0.110545166	NA19067
-0.47223797	-0.07886464	-1.6400633	0.10388256	NA19068
-0.50893456	0.09435826	-1.6751852	0.10218788	NA19070
-0.49765053	-0.052053757	-1.7060646	0.14524366	NA19072
-0.5344079	0.039471917	-1.6602359	0.061021812	NA19074
-0.4950247	0.08761542	-1.5449581	0.107183225	NA19075
-0.52097183	0.18026392	-1.538727	0.1907139	NA19076
-0.5198296	-0.16206689	-1.7048267	0.070169814	NA19077
-0.51100975	0.091712646	-1.8002758	0.27446103	NA19078
-0.44766954	0.016872816	-1.5818597	0.0903076	NA19079
-0.52201706	-0.04486031	-1.6115637	0.0582645	NA19080
-0.46992877	0.062392406	-1.7243736	0.25821698	NA19081
-0.47084835	0.045046143	-1.9112875	0.296955	NA19082
-0.47452405	-0.070493765	-1.6087528	0.06601251	NA19083
-0.5216207	0.09339457	-1.6588445	0.13941802	NA19084
-0.47824708	-0.056855388	-1.9108658	0.28317368	NA19085
-0.52786356	-0.07446093	-1.7836511	0.15834226	NA19086
-0.5081987	0.011907748	-1.7366977	0.11315311	NA19087
-0.5107202	0.036894612	-1.7284808	0.18420376	NA19088
-0.511576	0.027774863	-1.6043032	0.09720064	NA19089
-0.53593844	0.18344538	-1.7411753	0.2742623	NA19090
-0.44065896	0.040245585	-1.879164	0.27057505	NA19091
0.015174356	0.4275257	-1.86355	-0.069731824	NA19092
0.14452693	0.53147393	-2.0412383	-0.010546913	NA19093
0.15916523	0.63239664	-2.042807	-0.021121135	NA19095
0.005634156	0.29105467	-1.8114957	0.052179582	NA19096
-0.34720364	0.19145064	-2.0594344	0.15826143	NA19098
-0.35275343	0.33690172	-1.9500482	0.16831566	NA19099
-0.36491016	0.31844527	-1.8657632	0.10978509	NA19102
-0.37513283	0.3204351	-1.9064872	0.06728912	NA19107
-0.1242601	0.37264627	-2.2492914	0.2428024	NA19108
0.03130075	0.49149603	-2.1467915	0.05337692	NA19113
-0.25852826	0.37507135	-1.9150485	0.041682847	NA19114
0.099141926	0.56214195	-2.007201	-0.043141	NA19116
-0.3423654	0.18725948	-2.0522938	0.14389195	NA19117
-0.24714413	0.4521057	-1.6945186	-0.065626256	NA19118
-0.03277651	0.34239286	-1.6914811	-0.03018128	NA19119
-0.06933835	0.46477395	-2.065895	0.07816804	NA19121
0.114640206	0.5619443	-2.096891	0.0060319994	NA19129
0.14139113	0.5344437	-2.1393452	0.04636789	NA19130
-0.26683512	0.23573558	-1.7578349	0.011103163	NA19131
-0.08592501	0.38455135	-1.9041387	-0.045739643	NA19137
0.14588556	0.5877157	-1.9103041	-0.11620306	NA19138
-0.13226774	0.3539117	-1.9924765	0.17211534	NA19141
-0.34022704	0.42677456	-1.8201147	0.11913801	NA19143
0.30459842	0.7302845	-1.9327486	-0.078108184	NA19144
-0.113710314	0.38807184	-1.8611864	-0.049275152	NA19146
0.20893487	0.6688388	-1.8975893	-0.10832047	NA19147
0.20670149	0.50650924	-2.078049	-0.009934535	NA19149
-0.2577944	0.39185923	-1.8887677	0.047055967	NA19152
-0.40609756	0.3069293	-1.9446524	0.21613993	NA19153
-0.3939413	0.26710516	-1.7724164	0.10221768	NA19159
-0.39815763	0.14551108	-1.8917835	0.1143576	NA19160
0.04778823	0.42891783	-2.154585	0.050109036	NA19171
0.12384269	0.51809937	-1.920548	-0.069469444	NA19172
-0.16702834	0.4149775	-1.8243704	-0.008175364	NA19175
0.038900103	0.37280136	-1.9226793	0.026461491	NA19184
-0.16573039	0.43010396	-2.0448742	0.12547089	NA19185
-0.29638615	0.33062106	-1.7560419	0.0050660465	NA19189
0.04507002	0.4464671	-2.153386	0.14973105	NA19190
-0.2214159	0.46221858	-1.7028209	-0.07545709	NA19197
-0.13457432	0.40804034	-1.8962002	-0.014831295	NA19198
-0.17116216	0.3270585	-1.9850581	-0.0076056626	NA19200
-0.07645789	0.43060607	-2.0482457	0.10667051	NA19201
-0.4577817	0.33048552	-1.7925471	0.2460667	NA19204
-0.26807943	0.40944034	-1.8425426	0.031696685	NA19206
-0.19949082	0.3987096	-1.8162003	-0.012633553	NA19207
0.009655681	0.43396038	-2.36349	0.2541449	NA19209
0.04439589	0.43160504	-1.9664596	0.048193224	NA19210
-0.2331523	0.1828944	-2.004306	0.10719264	NA19213
-0.26990214	0.15445451	-1.7489938	0.017512688	NA19214
0.19378838	0.59859365	-2.0315747	-0.05086481	NA19222
0.16230628	0.4782775	-1.8251369	-0.15674292	NA19223
0.19285879	0.7012628	-1.9399196	0.023800144	NA19225
-0.029804263	0.4971643	-1.862286	-0.08757197	NA19235
-0.12330142	0.4530056	-1.9716866	0.047333486	NA19236
-0.3473908	0.3457908	-1.930086	0.12295533	NA19238
0.22689256	0.60917336	-2.181997	0.029461632	NA19239
-0.026257072	0.4322577	-2.241202	0.18385495	NA19247
0.19196472	0.57577056	-2.1926546	0.06163121	NA19248
0.13301286	0.46919554	-2.2297747	0.2021996	NA19256
-0.2676851	0.36447448	-2.0393553	0.18089963	NA19257
-0.43123594	0.3710125	-1.8105567	0.21507241	NA19307
0.18925771	0.61006206	-2.056493	-0.0473411	NA19308
-0.14126912	0.32985634	-1.805989	-0.120565526	NA19309
-0.13764134	0.51825124	-1.9714639	0.078069456	NA19310
-0.07677069	0.50681	-1.9760978	0.019894013	NA19312
-0.40126184	0.42339998	-1.6546576	0.07521642	NA19314
-0.3074371	0.27954465	-1.7207036	0.09184504	NA19315
-0.28156403	0.42154926	-2.0222564	0.1785555	NA19316
-0.30149642	0.21364014	-1.9108576	0.06825925	NA19317
0.0029054552	0.41676253	-2.008829	0.095439084	NA19318
-0.4040741	0.30427068	-1.8875492	0.18488266	NA19319
-0.26113728	0.46610326	-1.8758469	0.093959935	NA19320
0.14971921	0.531257	-2.2461762	0.13042869	NA19321
-0.11487487	0.43068868	-1.9369156	0.03355349	NA19323
-0.24120119	0.22703032	-1.9421614	0.035684712	NA19324
-0.06606117	0.30568415	-2.0248332	0.26074886	NA19327
-0.3783287	0.21845727	-1.8349066	0.19969834	NA19328
0.10817823	0.45830864	-2.0362349	0.045359857	NA19331
-0.020513449	0.432988	-1.8576181	-0.10039782	NA19332
0.09185395	0.43348128	-2.029377	0.056998976	NA19334
-0.207109	0.37231165	-1.998137	0.18411459	NA19338
-0.22939387	0.22080879	-1.9501095	0.060463317	NA19346
-0.45515528	0.4933893	-1.9295194	0.7298509	NA19347
-0.2569677	0.4623261	-1.9618726	0.1332189	NA19350
-0.23117104	0.26313096	-2.195385	0.4202454	NA19351
-0.42521134	0.12668245	-1.7290709	0.15525807	NA19355
0.26037297	0.6430419	-2.1818478	0.0033756585	NA19360
-0.40777114	0.13610618	-1.7605698	0.07477451	NA19372
0.02410182	0.71813244	-1.6276445	0.12824823	NA19374
-0.06427017	0.38379318	-2.290508	0.21221448	NA19375
0.0704616	0.61030716	-1.9956563	0.014228234	NA19376
0.36676762	0.7712367	-1.9366804	-0.053450815	NA19377
0.036682334	0.3056267	-1.9744245	0.19175102	NA19378
0.11224064	0.44430548	-2.0727434	0.04696084	NA19379
-0.026135717	0.5120843	-1.959009	-0.016650071	NA19380
-0.3638468	0.11493104	-1.7808409	-0.017534843	NA19383
0.11620781	0.43898398	-2.114831	-0.007841339	NA19384
-0.27388588	0.22592263	-2.0365572	0.07875336	NA19385
-0.16498151	-0.06455297	-1.753608	0.052450307	NA19390
-0.35405508	0.37479717	-1.8547622	0.11204744	NA19391
-0.10701552	0.3651454	-1.965998	0.005797038	NA19393
-0.1344147	0.30037135	-1.9342482	0.20048477	NA19394
-0.33472875	0.25336164	-1.847575	-0.05325734	NA19395
-0.23512617	0.4265569	-1.9625525	0.096700676	NA19397
-0.36822608	0.3131054	-1.8010894	0.11531187	NA19399
0.2245526	0.6850434	-1.6539526	-0.23367189	NA19401
0.21149275	0.6025023	-2.146616	-0.0034248738	NA19403
-0.5011037	0.30558914	-1.5534732	-0.05488216	NA19404
-0.12406877	0.011806062	-1.9998055	0.006888995	NA19428
0.1700072	0.56127673	-2.0976892	-0.021029344	NA19429
0.11907205	0.5688053	-2.3485646	0.1551087	NA19430
-0.15181378	0.37018317	-2.1530054	0.25996685	NA19431
-0.074456125	0.48718208	-1.9123404	-0.032871835	NA19434
-0.27281097	0.18353824	-1.9707346	0.17521597	NA19435
-0.29104176	0.3679946	-1.806534	0.056676514	NA19436
-0.24219409	0.30540746	-2.1687517	0.17199267	NA19437
-0.31791857	0.3105424	-1.802953	-0.051070683	NA19438
-0.019781623	0.4348578	-1.981794	0.00795413	NA19439
-0.29377952	0.306899	-2.3411512	0.36756837	NA19440
0.16662905	0.64150137	-2.0271187	-0.02711021	NA19443
-0.07696381	0.39033228	-1.8800733	-0.06905281	NA19445
-0.037081633	0.52468246	-1.8622055	-0.071956985	NA19446
-0.18600431	0.4569934	-2.051324	0.13019814	NA19448
-0.07135907	0.19430248	-1.7186873	0.18902399	NA19449
-0.2737868	0.4272644	-1.9242903	0.10787595	NA19451
-0.45326224	0.3690825	-1.739804	0.11657048	NA19452
-0.23655358	0.20187752	-1.9280375	-0.035993688	NA19454
-0.2569987	0.28559834	-1.6059828	-0.18980287	NA19455
-0.16405085	0.39200872	-1.9909325	0.13103773	NA19456
-0.19082776	0.2790609	-1.9130018	0.0025264116	NA19457
0.11886224	0.51887137	-1.8176355	-0.13555132	NA19461
-0.10075167	0.493568	-1.9579796	0.015803585	NA19462
-0.3121399	0.38617116	-1.9273	0.10643209	NA19463
-0.11973098	0.4420808	-1.7748393	-0.11309754	NA19466
0.07945594	0.55437905	-1.9816864	-0.010670653	NA19467
-0.32518795	0.38535148	-1.9145439	0.13653077	NA19468
-0.2834325	0.13850991	-1.9191979	0.12738325	NA19471
0.23949799	0.65399283	-2.0613232	-0.05498039	NA19472
-0.15717879	0.4404803	-1.9915531	0.04761029	NA19473
-0.4262872	0.32444876	-2.1233954	0.45455432	NA19474
-0.1246244	0.29733044	-2.0643625	0.14732875	NA19475
-0.4660131	0.1738637	-1.8328822	0.29919708	NA19625
-0.46618345	-0.016648479	-1.868133	0.18013372	NA19648
-0.5267852	-0.010913321	-1.6407176	0.032797344	NA19649
-0.54466337	0.17484443	-1.8735874	0.19979538	NA19651
-0.530379	0.24709086	-1.7500231	0.27764118	NA19652
-0.53529066	0.08550554	-1.5568045	0.04524017	NA19654
-0.5303065	0.051797085	-1.8866096	0.13112678	NA19655
-0.51821	0.16496436	-1.7858329	0.26662695	NA19657
-0.51679283	0.12809305	-1.5941668	0.060780413	NA19658
-0.5577485	0.2041773	-1.5641558	0.08987308	NA19661
-0.5811054	0.023744278	-1.6826762	0.08957923	NA19663
-0.48779848	-0.007137962	-1.6706084	0.13575758	NA19664
-0.5301829	0.026244693	-1.5552547	0.012537131	NA19669
-0.22196773	0.2861876	-1.9904857	0.19412722	NA19670
-0.5978065	0.2138335	-1.581723	0.054639585	NA19676
-0.55302566	-0.06713373	-1.5973552	0.008551726	NA19678
-0.5390578	-0.108172365	-1.588662	-0.038887255	NA19679
-0.5277446	-0.016686507	-1.4400852	-0.09906661	NA19681
-0.51294357	0.120853595	-1.580848	0.054997332	NA19682
-0.5715044	0.14481787	-1.6790105	0.16286732	NA19684
-0.42366913	0.10059541	-1.8186156	0.22757281	NA19700
-0.19612625	0.19276015	-2.0713313	0.21767701	NA19701
-0.46297207	0.19043593	-1.8956571	0.078271754	NA19703
-0.36987486	0.3728431	-1.7345252	0.045678623	NA19704
-0.3176296	0.21119814	-1.9836534	0.097112186	NA19707
-0.12600365	0.29062742	-2.203299	0.2781	NA19711
-0.24893096	0.20668451	-1.8864925	0.09524465	NA19712
-0.049074564	0.5019633	-1.9651402	0.009951601	NA19713
-0.49275687	0.16255884	-1.7723069	0.16749348	NA19716
-0.5397288	0.02403479	-1.6244806	0.052135475	NA19717
-0.4811329	0.09337156	-1.7713125	0.2162477	NA19719
-0.5341732	0.0433672	-1.5662003	0.0013388486	NA19720
-0.5363223	-0.0024058302	-1.7016242	0.10842026	NA19722
-0.5342812	0.12262099	-1.768081	0.13586189	NA19723
-0.4469556	0.090925746	-1.6761305	0.065948375	NA19725
-0.5170488	0.112035684	-1.7726921	0.1637391	NA19726
-0.45180753	-0.06732602	-1.5938499	0.079141386	NA19728
-0.4626359	-0.028095908	-1.8683138	0.25544298	NA19729
-0.51152796	-0.048634596	-1.605171	0.062800296	NA19731
-0.56352705	-0.013484546	-1.4551266	-0.08170413	NA19732
-0.4768248	0.09526234	-1.8619599	0.23350562	NA19734
-0.5308879	0.1620398	-1.6377027	0.068668015	NA19735
-0.5808844	0.0916267	-1.6306933	0.08145369	NA19740
-0.5685697	0.22117727	-1.5944333	0.14529754	NA19741
-0.5203815	-0.037113376	-1.6586542	0.094896324	NA19746
-0.48075548	0.08623641	-1.5017751	0.107451804	NA19747
-0.491496	-0.059522696	-1.5593089	-0.010485282	NA19749
-0.5250295	-0.0025307615	-1.7567399	0.11119307	NA19750
-0.50247794	0.03490489	-1.6286829	0.11225427	NA19752
-0.52267903	0.022090368	-1.6512768	0.110662706	NA19755
-0.54206234	0.16807751	-1.712168	0.2009504	NA19756
-0.5229117	0.08861595	-1.4968389	0.05294753	NA19758
-0.51285225	0.07626086	-1.535825	0.08876944	NA19759
-0.4953114	0.0705772	-1.5882397	0.11388815	NA19761
-0.5214804	0.021394305	-1.7969975	0.21146525	NA19762
-0.5105193	0.008777431	-1.5739318	0.022169838	NA19764
-0.5446567	0.019186549	-1.5850803	0.041084178	NA19770
-0.6391868	0.19846992	-1.5198817	0.010549435	NA19771
-0.5291833	0.19837825	-1.6787643	0.2175739	NA19773
-0.5030332	0.1126421	-1.6696308	0.16243185	NA19774
-0.40022805	-0.0041951616	-1.7913413	0.10932148	NA19776
-0.44849887	0.11994331	-1.8012521	0.20703258	NA19777
-0.5942152	0.112291984	-1.625229	0.03980864	NA19779
-0.42495564	0.098531894	-1.9125805	0.19381799	NA19780
-0.57864934	-0.0060417135	-1.5574267	-0.041477434	NA19782
-0.53522533	-0.016589709	-1.5126138	-0.0102918055	NA19783
-0.50784796	0.04326313	-1.672756	0.14403857	NA19785
